brand,model,processor_brand,processor_model,processor_generation,processor_cores,processor_threads,cpu_base_clock_ghz,cpu_boost_clock_ghz,gpu_brand,gpu_model,gpu_memory_gb,ram_gb,ram_type,ram_speed_mhz,storage_type,storage_capacity_gb,screen_size_inches,screen_resolution,refresh_rate_hz,panel_type,touchscreen,operating_system,battery_capacity_wh,weight_kg,release_year,warranty_years,webcam_resolution,wifi_version,bluetooth_version,keyboard_backlit,fingerprint_sensor,price_rupees
Microsoft,Surface Laptop 5 15,Intel,Core i7-13620H,13,10,16,2.4,4.9,Intel,Arc Graphics,0,8,DDR5,4800,NVMe SSD,1024,16.0,2560x1600,120,IPS,No,Windows 11 Home,84,1.97,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,84990
Dell,XPS 13 9320,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,AMD,Radeon 740M,0,64,DDR5,5600,SSD,2048,14.0,2880x1800,90,OLED,No,Windows 11 Home,72,2.44,2024,3,720p,Wi-Fi 6E,5.3,Yes,Yes,204990
Samsung,Galaxy Book4 Pro 14,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-85,0,16,LPDDR5,6400,SSD,2048,17.3,1920x1080,144,IPS,No,Windows 11 Pro,97,2.22,2023,1,1080p,Wi-Fi 6,5.2,No,Yes,111990
MSI,Pulse 15 B13VGK,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,Arc Graphics,0,16,DDR5,4800,SSD,2048,16.0,2560x1600,120,IPS,Yes,Windows 11 Home,71,1.91,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,105990
Dell,Latitude 7440,Intel,Core i3-1215U,12,6,8,1.2,4.4,Intel,Arc Graphics,0,16,LPDDR5,6400,SSD,512,15.6,1920x1080,60,IPS,No,Windows 11 Pro,70,2.06,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,47990
Infinix,Zero Book Ultra,Intel,Core i9-13900H,13,14,20,1.9,5.4,Intel,UHD Graphics,0,16,LPDDR5,5200,SSD,256,13.6,2560x1664,60,IPS,Yes,Windows 11 Home,77,1.06,2024,2,720p,Wi-Fi 7,5.4,Yes,No,93990
LG,Gram 14 2023,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,AMD,Radeon 610M,0,32,DDR5,5600,SSD,1024,16.0,2880x1800,120,OLED,Yes,Windows 11 Home,99,1.87,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,138990
MSI,Modern 15 B12M,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,AMD,Radeon 610M,0,32,DDR5,5600,NVMe SSD,2048,16.0,2560x1600,165,IPS,No,Windows 11 Pro,96,1.93,2023,1,1080p,Wi-Fi 6,5.2,Yes,Yes,120990
Microsoft,Surface Laptop Go 3,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,Arc Graphics,0,16,DDR5,4800,NVMe SSD,4096,13.3,1920x1200,60,IPS,Yes,Windows 11 Pro,90,1.07,2023,3,1080p,Wi-Fi 6,5.2,No,No,111990
Gigabyte,G5 KF,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,AMD,Radeon 780M,0,32,DDR5,5600,SSD,512,13.3,1920x1200,60,IPS,Yes,Windows 11 Home,44,1.26,2022,1,720p,Wi-Fi 7,5.4,Yes,Yes,90990
Dell,Inspiron 15 3520,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,AMD,Radeon 760M,0,16,DDR5,5200,NVMe SSD,1024,16.0,1920x1200,60,IPS,No,Windows 11 Pro,76,1.98,2023,1,1080p,Wi-Fi 6E,5.3,Yes,No,93990
Samsung,Galaxy Book4 Pro 14,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,AMD,Radeon 780M,0,16,DDR5,4800,SSD,1024,13.6,2560x1664,60,IPS,Yes,Windows 11 Home,93,1.42,2023,1,1080p,Wi-Fi 6,5.2,Yes,No,97990
Huawei,MateBook X Pro 2023,Intel,Core i7-13620H,13,10,16,2.4,4.9,Intel,Iris Xe Graphics,0,16,DDR5,4800,SSD,256,14.0,2880x1800,120,OLED,Yes,Windows 11 Pro,95,1.41,2024,1,1080p,Wi-Fi 7,5.4,Yes,No,101990
LG,Gram 16 2023,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,AMD,Radeon 760M,0,32,LPDDR5X,7467,SSD,2048,13.6,2560x1664,60,IPS,Yes,Windows 11 Home,96,1.02,2022,1,720p,Wi-Fi 6,5.2,No,No,118990
Dell,Inspiron 14 Plus 7420,Intel,Core i3-1315U,13,6,8,1.2,4.5,Intel,Arc Graphics,0,16,DDR5,4800,NVMe SSD,2048,16.0,2880x1800,120,OLED,No,Windows 11 Home,83,2.03,2022,1,1080p,Wi-Fi 6,5.2,Yes,No,95990
Gigabyte,Aorus 15 BSF,Intel,Core i5-13450HX,13,10,16,2.4,4.6,NVIDIA,GeForce RTX 2050,4,24,DDR5,4800,SSD,1024,13.3,1920x1200,60,IPS,No,Windows 11 Home,63,1.7,2024,3,1080p,Wi-Fi 6E,5.3,Yes,Yes,108990
Dell,Vostro 16 5630,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,Iris Xe Graphics,0,8,DDR4,3200,SSD,256,15.6,2560x1440,165,IPS,No,Windows 11 Home,68,1.4,2022,3,720p,Wi-Fi 5,5.0,Yes,No,49990
ASUS,ExpertBook B1 B1402CBA,Intel,Core i7-13700H,13,14,20,2.4,5.0,Intel,Iris Xe Graphics,0,16,DDR5,4800,SSD,2048,16.0,2880x1800,120,OLED,No,Windows 11 Home,71,2.62,2025,3,1080p,Wi-Fi 7,5.4,Yes,No,123990
LG,Gram 17 2023,AMD,Ryzen 5 7520U,3,4,8,2.8,4.3,NVIDIA,GeForce MX550,2,8,DDR5,4800,NVMe SSD,1024,16.0,2560x1600,165,IPS,No,Windows 11 Home,74,2.4,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,64990
Huawei,MateBook 14 2023,AMD,Ryzen 7 8845HS,4,8,16,3.8,5.1,AMD,Radeon 760M,0,16,LPDDR5,6400,SSD,512,16.0,2560x1600,120,IPS,No,Windows 11 Pro,99,2.21,2025,1,720p,Wi-Fi 7,5.4,Yes,No,87990
Razer,Blade 14 2023,AMD,Ryzen 7 8845HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 4050,6,16,DDR5,4800,NVMe SSD,2048,13.6,2560x1664,60,IPS,No,Windows 11 Home,82,1.35,2022,1,1080p,Wi-Fi 6,5.2,Yes,No,142990
Infinix,Zero Book Ultra,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,NVIDIA,GeForce MX550,2,32,LPDDR5X,7467,NVMe SSD,2048,14.0,2880x1800,90,OLED,No,Windows 11 Home,86,2.24,2022,1,1080p,Wi-Fi 6,5.2,Yes,Yes,137990
Microsoft,Surface Laptop Go 3,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,UHD Graphics,0,64,DDR5,5600,NVMe SSD,512,14.0,2880x1800,90,OLED,No,Windows 11 Home,94,1.45,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,176990
Dell,Inspiron 16 5620,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,UHD Graphics,0,16,LPDDR5,6400,NVMe SSD,1024,16.0,2560x1600,165,IPS,No,Windows 11 Home,89,2.13,2023,1,1080p,Wi-Fi 7,5.4,No,Yes,80990
Lenovo,Yoga 7 14IRL8,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,Iris Xe Graphics,0,64,DDR5,5600,NVMe SSD,4096,17.3,1920x1080,144,IPS,Yes,Windows 11 Home,73,2.35,2024,2,720p,Wi-Fi 6E,5.3,No,Yes,229990
Microsoft,Surface Laptop Go 3,Intel,Core i5-1335U,13,10,12,1.3,4.6,Intel,Arc Graphics,0,32,LPDDR5X,7467,SSD,512,15.6,2560x1440,165,IPS,No,Windows 11 Home,57,2.03,2025,1,1080p,Wi-Fi 7,5.4,No,Yes,105990
HP,15s-fq5000TU,AMD,Ryzen 7 8845HS,4,8,16,3.8,5.1,AMD,Radeon 610M,0,32,DDR5,5600,NVMe SSD,4096,13.6,2560x1664,60,IPS,Yes,Windows 11 Home,59,1.17,2025,1,1080p,Wi-Fi 6E,5.3,No,Yes,176990
Acer,Aspire 7 A715-76G,Intel,Core i3-1315U,13,6,8,1.2,4.5,Intel,Iris Xe Graphics,0,16,LPDDR5,6400,SSD,512,16.0,2560x1600,165,IPS,Yes,Windows 11 Home,85,1.71,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,63990
Huawei,MateBook X Pro 2023,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,AMD,Radeon 780M,0,64,DDR5,5600,SSD,512,13.6,2560x1664,60,IPS,Yes,Windows 11 Pro,50,1.43,2025,1,1080p,Wi-Fi 6E,5.3,No,Yes,152990
Infinix,Zero Book Ultra,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,AMD,Radeon 780M,0,24,DDR5,4800,SSD,256,14.0,2880x1800,120,OLED,No,Windows 11 Home,86,1.76,2022,1,1080p,Wi-Fi 6,5.2,No,No,96990
ASUS,Vivobook S14 S3407CA,Intel,Core i5-1335U,13,10,12,1.3,4.6,Intel,UHD Graphics,0,32,LPDDR5X,6400,SSD,1024,16.0,2560x1600,165,IPS,Yes,Windows 11 Home,87,1.99,2022,1,1080p,Wi-Fi 5,5.0,Yes,Yes,111990
Acer,Aspire 7 A715-76G,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-45,0,16,LPDDR5,5200,SSD,256,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,91,2.28,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,75990
Samsung,Galaxy Book4 15,Intel,Core i7-1260P,12,12,16,1.5,4.7,Intel,Iris Xe Graphics,0,32,DDR5,5600,SSD,512,14.0,1920x1200,60,IPS,Yes,Windows 11 Home,51,2.4,2022,2,720p,Wi-Fi 7,5.4,Yes,Yes,114990
Apple,MacBook Pro M3 14,Apple,M2,2,8,8,3.49,3.49,Apple,Apple M2 10-core,0,16,LPDDR5,6400,SSD,256,13.6,2560x1664,60,IPS,No,macOS Sonoma,64,1.42,2025,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,85098
Samsung,Galaxy Book3 15,AMD,Ryzen 3 7320U,3,4,8,2.4,4.1,AMD,Radeon 780M,0,16,DDR4,3200,SSD,512,16.0,2880x1800,120,OLED,Yes,Windows 11 Home,78,2.21,2024,1,1080p,Wi-Fi 6E,5.3,No,No,77990
Razer,Blade 14 2023,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,NVIDIA,GeForce RTX 4080,12,16,DDR4,3200,NVMe SSD,4096,15.6,1920x1080,60,IPS,No,Windows 11 Home,65,2.8,2024,3,1080p,Wi-Fi 6E,5.3,Yes,Yes,237990
Acer,Aspire Go 14,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,Iris Xe Graphics,0,16,DDR5,5200,NVMe SSD,512,16.0,2560x1600,120,IPS,No,Windows 11 Pro,89,1.85,2024,1,1080p,Wi-Fi 7,5.4,Yes,Yes,80990
LG,Gram 16 2023,Intel,Core i5-1335U,13,10,12,1.3,4.6,Intel,Iris Xe Graphics,0,32,LPDDR5X,7467,SSD,2048,14.0,2880x1800,90,OLED,No,Windows 11 Pro,98,2.09,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,127990
Dell,Latitude 5440,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,AMD,Radeon 610M,0,16,LPDDR5,6400,NVMe SSD,2048,13.3,1920x1200,60,IPS,Yes,Windows 11 Pro,93,1.42,2025,3,1080p,Wi-Fi 7,5.4,No,Yes,99990
Apple,MacBook Pro M3 Max 16,Apple,M3 Max,3,14,14,4.05,4.05,Apple,Apple M3 Max 30-core,0,64,LPDDR5,6400,SSD,512,16.2,3456x2234,120,Liquid Retina XDR,No,macOS Sequoia,100,1.76,2022,1,720p,Wi-Fi 7,5.4,Yes,Yes,670696
Huawei,MateBook 14 2023,Intel,Core i7-1260P,12,12,16,1.5,4.7,Intel,Arc Graphics,0,32,LPDDR5X,6400,SSD,1024,13.3,1920x1200,60,IPS,Yes,Windows 11 Home,81,1.13,2023,1,1080p,Wi-Fi 7,5.4,Yes,No,119990
Dell,Inspiron 15 3520,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,AMD,Radeon 740M,0,8,DDR5,4800,NVMe SSD,2048,14.0,2880x1800,90,OLED,Yes,Windows 11 Pro,47,1.98,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,94990
Samsung,Galaxy Book4 Pro 14,Intel,Core i5-13450HX,13,10,16,2.4,4.6,NVIDIA,GeForce RTX 2050,4,16,DDR5,5200,SSD,512,13.3,1920x1200,60,IPS,Yes,Windows 11 Home,69,1.27,2025,2,1080p,Wi-Fi 6E,5.3,Yes,No,98990
Samsung,Galaxy Book3 Pro 14,Qualcomm,Snapdragon X Plus X1P-64-100,1,10,10,3.4,3.4,Qualcomm,Adreno X1-85,0,8,DDR4,3200,NVMe SSD,512,14.0,2880x1800,90,OLED,No,Windows 11 Home,92,2.42,2024,1,720p,Wi-Fi 7,5.4,No,No,75990
MSI,Prestige 14 EVO B13M,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,AMD,Radeon 780M,0,8,DDR5,4800,NVMe SSD,2048,14.0,2880x1800,90,OLED,Yes,Windows 11 Home,64,1.74,2023,1,1080p,Wi-Fi 6E,5.3,No,Yes,126990
LG,Gram 16 2023,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,AMD,Radeon 780M,0,64,DDR5,5600,SSD,1024,15.6,1920x1080,144,IPS,No,Windows 11 Home,66,1.18,2025,2,1080p,Wi-Fi 6E,5.3,Yes,No,178990
Acer,Aspire 7 A715-76G,AMD,Ryzen 3 7320U,3,4,8,2.4,4.1,AMD,Radeon 740M,0,16,DDR5,4800,NVMe SSD,2048,14.0,2880x1800,120,OLED,Yes,Windows 11 Home,46,1.49,2022,3,720p,Wi-Fi 7,5.4,Yes,No,82990
Apple,MacBook Air M2 15,Apple,M2,2,8,8,3.49,3.49,Apple,Apple M2 8-core,0,8,LPDDR5,6400,SSD,512,15.3,2880x1864,60,IPS,No,macOS Sonoma,63,1.45,2025,1,1080p,Wi-Fi 7,5.4,Yes,Yes,40560
Dell,Latitude 5440,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,NVIDIA,GeForce MX550,2,32,DDR5,5600,SSD,1024,15.6,1920x1080,144,IPS,Yes,Windows 11 Pro,45,1.83,2023,1,1080p,Wi-Fi 7,5.4,Yes,No,119990
Dell,Inspiron 14 Plus 7420,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,AMD,Radeon 610M,0,16,DDR4,3200,NVMe SSD,2048,14.0,1920x1200,60,IPS,Yes,Windows 11 Home,71,1.92,2025,2,1080p,Wi-Fi 6E,5.3,Yes,No,129990
Microsoft,Surface Laptop Studio 2,Intel,Core i5-13420H,13,8,12,2.1,4.6,Intel,Iris Xe Graphics,0,8,DDR5,4800,SSD,256,14.0,2880x1800,90,OLED,Yes,Windows 11 Home,65,2.37,2022,3,1080p,Wi-Fi 6E,5.3,No,No,72990
MSI,Pulse 15 B13VGK,Intel,Core i7-1260P,12,12,16,1.5,4.7,Intel,UHD Graphics,0,16,LPDDR5,6400,SSD,1024,15.6,2560x1440,165,IPS,Yes,Windows 11 Home,67,1.5,2022,1,1080p,Wi-Fi 6,5.2,No,No,95990
Samsung,Galaxy Book3 Pro 360,Intel,Core i7-1260P,12,12,16,1.5,4.7,Intel,Iris Xe Graphics,0,8,DDR4,3200,SSD,2048,14.0,1920x1200,60,IPS,Yes,Windows 11 Home,65,1.23,2025,2,1080p,Wi-Fi 7,5.4,Yes,No,93990
Microsoft,Surface Laptop Studio 2,Intel,Core i5-1235U,12,10,12,1.3,4.4,NVIDIA,GeForce MX550,2,16,DDR4,3200,NVMe SSD,1024,15.6,1920x1080,60,IPS,Yes,Windows 11 Home,74,1.39,2022,1,1080p,Wi-Fi 5,5.0,Yes,Yes,86990
MSI,Modern 14 C12M,AMD,Ryzen 5 7520U,3,4,8,2.8,4.3,AMD,Radeon 780M,0,16,LPDDR5,5200,NVMe SSD,1024,14.0,2880x1800,120,OLED,No,Windows 11 Home,93,1.9,2022,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,76990
Dell,G15 5525,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,NVIDIA,GeForce RTX 5050,8,64,DDR5,5600,NVMe SSD,512,14.0,1920x1200,60,IPS,No,Windows 11 Pro,87,2.01,2025,1,720p,Wi-Fi 6E,5.3,Yes,Yes,185990
LG,Gram 16 2023,AMD,Ryzen 3 7320U,3,4,8,2.4,4.1,AMD,Radeon 740M,0,16,LPDDR5,6400,NVMe SSD,512,14.0,2880x1800,90,OLED,Yes,Windows 11 Home,52,2.4,2024,2,720p,Wi-Fi 6E,5.3,Yes,No,66990
Huawei,MateBook 14 2023,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,Iris Xe Graphics,0,24,DDR5,4800,NVMe SSD,512,16.0,2560x1600,120,IPS,No,Windows 11 Home,74,2.62,2025,3,1080p,Wi-Fi 6E,5.3,Yes,Yes,94990
Acer,Swift X 14 SFX14-71G,AMD,Ryzen 5 7535HS,3,6,12,3.3,4.55,AMD,Radeon 780M,0,8,DDR4,3200,NVMe SSD,512,17.3,1920x1080,144,IPS,No,Windows 11 Home,74,2.63,2023,1,1080p,Wi-Fi 6,5.2,Yes,No,56990
Apple,MacBook Pro M3 Pro 14,Apple,M3 Max,3,14,14,4.05,4.05,Apple,Apple M3 Max 30-core,0,32,LPDDR5,6400,NVMe SSD,4096,13.6,2560x1664,60,IPS,No,macOS Sequoia,72,1.03,2025,2,1080p,Wi-Fi 6E,5.3,Yes,Yes,515895
ASUS,Zenbook Duo UX8406MA,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,NVIDIA,GeForce RTX 4050,6,32,LPDDR5X,6400,SSD,2048,15.6,1920x1080,144,IPS,No,Windows 11 Pro,60,1.5,2023,1,1080p,Wi-Fi 7,5.4,Yes,No,153990
HP,Pavilion 14-ec1000AU,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,UHD Graphics,0,8,DDR5,4800,NVMe SSD,2048,15.6,2560x1440,165,IPS,Yes,Windows 11 Pro,45,1.15,2023,1,1080p,Wi-Fi 6,5.2,Yes,No,79990
HP,15s-fy5004TU,Intel,Core i5-13450HX,13,10,16,2.4,4.6,NVIDIA,GeForce RTX 4050,6,16,DDR4,3200,SSD,256,16.0,2560x1600,120,IPS,Yes,Windows 11 Home,70,1.91,2023,2,1080p,Wi-Fi 5,5.0,Yes,No,115990
Microsoft,Surface Laptop Go 3,Intel,Core Ultra 9 185H,1,16,22,2.3,5.1,Intel,UHD Graphics,0,24,DDR5,4800,NVMe SSD,512,14.0,1920x1200,60,IPS,Yes,Windows 11 Home,80,1.47,2024,1,1080p,Wi-Fi 7,5.4,Yes,No,141990
MSI,Stealth 14 Studio A13VE,Intel,Core i9-13900H,13,14,20,1.9,5.4,Intel,Arc Graphics,0,16,LPDDR5,6400,NVMe SSD,2048,17.3,1920x1080,144,IPS,Yes,Windows 11 Home,80,2.21,2024,1,720p,Wi-Fi 6E,5.3,Yes,Yes,136990
Samsung,Galaxy Book3 Pro 14,Intel,Core i5-13420H,13,8,12,2.1,4.6,Intel,Iris Xe Graphics,0,16,LPDDR5,5200,NVMe SSD,1024,16.0,2560x1600,120,IPS,Yes,Windows 11 Home,83,2.41,2024,3,1080p,Wi-Fi 6E,5.3,Yes,No,82990
ASUS,Zenbook 14 OLED UX3402VA,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,Iris Xe Graphics,0,16,LPDDR5,6400,SSD,1024,15.6,2560x1440,165,IPS,No,Windows 11 Home,92,2.18,2024,2,1080p,Wi-Fi 7,5.4,No,No,74990
Gigabyte,Aorus 15 BSF,Intel,Core i5-13420H,13,8,12,2.1,4.6,NVIDIA,GeForce RTX 3050,6,16,DDR5,5200,NVMe SSD,2048,13.6,2560x1664,60,IPS,No,Windows 11 Home,50,1.41,2025,2,1080p,Wi-Fi 7,5.4,Yes,No,98990
Lenovo,ThinkPad L14 Gen 4,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,AMD,Radeon 760M,0,16,LPDDR5,5200,SSD,256,13.6,2560x1664,60,IPS,No,Windows 11 Home,54,1.15,2024,2,1080p,Wi-Fi 7,5.4,Yes,No,94990
Infinix,InBook X2 Slim,AMD,Ryzen 5 7520U,3,4,8,2.8,4.3,NVIDIA,GeForce MX550,2,16,DDR5,5200,NVMe SSD,4096,13.3,1920x1200,60,IPS,No,Windows 11 Home,43,1.28,2022,2,1080p,Wi-Fi 6E,5.3,Yes,No,101990
ASUS,Zenbook Duo UX8406MA,Intel,Core i7-13700H,13,14,20,2.4,5.0,Intel,Arc Graphics,0,8,DDR4,3200,SSD,2048,16.0,2560x1600,165,IPS,No,Windows 11 Home,70,1.74,2025,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,107990
Acer,Nitro V 16 ANV16-71,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 4090,16,8,DDR4,3200,NVMe SSD,512,17.3,1920x1080,144,IPS,No,Windows 11 Home,82,2.32,2022,1,1080p,Wi-Fi 7,5.4,Yes,Yes,236990
ASUS,Vivobook 15 X1504VA,AMD,Ryzen 7 8845HS,4,8,16,3.8,5.1,AMD,Radeon 760M,0,32,LPDDR5X,7467,SSD,2048,15.6,2560x1440,165,IPS,Yes,Windows 11 Home,50,2.5,2024,1,1080p,Wi-Fi 7,5.4,Yes,No,140990
Apple,MacBook Air M3 13,Apple,M2,2,8,8,3.49,3.49,Apple,Apple M2 10-core,0,8,LPDDR5,6400,SSD,512,13.6,2560x1664,60,IPS,No,macOS Sonoma,52,1.45,2024,1,720p,Wi-Fi 6E,5.3,Yes,Yes,40943
LG,Gram 17 2023,Intel,Core i5-1235U,12,10,12,1.3,4.4,Intel,UHD Graphics,0,16,LPDDR5,5200,SSD,1024,15.6,1920x1080,144,IPS,Yes,Windows 11 Home,58,2.2,2025,1,720p,Wi-Fi 6E,5.3,Yes,Yes,81990
Infinix,InBook X2 Slim,AMD,Ryzen 5 7530U,3,6,12,2.0,4.5,NVIDIA,GeForce RTX 3050,6,8,DDR4,3200,NVMe SSD,1024,15.6,1920x1080,144,IPS,No,Windows 11 Home,93,1.89,2025,1,1080p,Wi-Fi 7,5.4,No,Yes,74990
Infinix,InBook X2 Slim,AMD,Ryzen 7 8845HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 5060,8,24,DDR5,4800,NVMe SSD,4096,15.6,1920x1080,144,IPS,No,Windows 11 Home,54,2.45,2022,2,1080p,Wi-Fi 5,5.0,Yes,Yes,211990
MSI,Vector GP68 HX 13VG,Intel,Core Ultra 5 125H,1,14,18,1.2,4.5,Intel,UHD Graphics,0,16,LPDDR5,5200,NVMe SSD,4096,13.6,2560x1664,60,IPS,Yes,Windows 11 Home,80,1.34,2025,1,1080p,Wi-Fi 7,5.4,Yes,Yes,133990
Lenovo,ThinkPad E15 Gen 4,Intel,Core i7-13620H,13,10,16,2.4,4.9,Intel,Iris Xe Graphics,0,16,DDR5,5200,SSD,256,13.6,2560x1664,60,IPS,Yes,Windows 11 Home,84,1.06,2024,1,1080p,Wi-Fi 6E,5.3,Yes,No,76990
Acer,Predator Triton Neo 16,Intel,Core i9-13900H,13,14,20,1.9,5.4,NVIDIA,GeForce RTX 4090,16,8,DDR4,3200,SSD,256,14.0,2880x1800,120,OLED,No,Windows 11 Pro,53,2.71,2025,3,720p,Wi-Fi 6E,5.3,Yes,No,264990
MSI,Modern 15 B12M,Intel,Core i5-13450HX,13,10,16,2.4,4.6,Intel,Arc Graphics,0,16,DDR4,3200,SSD,2048,13.3,1920x1200,60,IPS,No,Windows 11 Home,95,1.34,2022,3,1080p,Wi-Fi 7,5.4,Yes,Yes,94990
Gigabyte,Aorus 15 BSF,Intel,Core i9-13900H,13,14,20,1.9,5.4,NVIDIA,GeForce RTX 4090,16,16,DDR4,3200,NVMe SSD,1024,14.0,2880x1800,120,OLED,No,Windows 11 Pro,54,2.83,2025,1,720p,Wi-Fi 6E,5.3,Yes,No,281990
HP,Victus 15-fb0147AX,Intel,Core i7-13620H,13,10,16,2.4,4.9,NVIDIA,GeForce RTX 5070,8,32,DDR5,5600,SSD,2048,13.6,2560x1664,60,IPS,No,Windows 11 Pro,89,1.62,2022,1,1080p,Wi-Fi 6,5.2,Yes,Yes,205990
Razer,Blade 14 2023,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,NVIDIA,GeForce RTX 2050,4,32,LPDDR5X,7467,NVMe SSD,512,16.0,2560x1600,120,IPS,No,Windows 11 Home,51,2.67,2025,1,1080p,Wi-Fi 6E,5.3,Yes,No,134990
Acer,Swift Go 14 SFG14-41,Intel,Core i7-13620H,13,10,16,2.4,4.9,Intel,UHD Graphics,0,64,DDR5,5600,NVMe SSD,2048,14.0,2880x1800,120,OLED,No,Windows 11 Home,49,1.74,2023,1,1080p,Wi-Fi 7,5.4,Yes,Yes,206990
ASUS,Vivobook S14 S3407CA,AMD,Ryzen 9 7940HS,4,8,16,4.0,5.2,AMD,Radeon 740M,0,64,DDR5,5600,SSD,1024,16.0,2880x1800,120,OLED,Yes,Windows 11 Home,76,1.82,2022,1,720p,Wi-Fi 5,5.0,No,Yes,211990
Samsung,Galaxy Book3 Pro 14,Intel,Core i5-13420H,13,8,12,2.1,4.6,Intel,UHD Graphics,0,16,LPDDR5,5200,NVMe SSD,1024,15.6,1920x1080,144,IPS,No,Windows 11 Home,85,1.55,2024,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,86990
Razer,Blade 14 2023,AMD,Ryzen 7 7735HS,3,8,16,3.2,4.75,NVIDIA,GeForce RTX 5050,8,16,DDR5,5200,NVMe SSD,2048,13.3,1920x1200,60,IPS,No,Windows 11 Home,77,1.65,2022,2,1080p,Wi-Fi 6,5.2,Yes,Yes,153990
Dell,Latitude 7440,Intel,Core i7-13700H,13,14,20,2.4,5.0,Intel,UHD Graphics,0,24,DDR5,4800,SSD,512,16.0,2560x1600,120,IPS,No,Windows 11 Home,90,1.92,2024,2,1080p,Wi-Fi 6E,5.3,No,Yes,106990
Dell,Inspiron 15 3520,Qualcomm,Snapdragon X Elite X1E-80-100,1,12,12,3.4,4.0,Qualcomm,Adreno X1-85,0,16,LPDDR5,6400,SSD,2048,16.0,1920x1200,60,IPS,Yes,Windows 11 Home,93,1.98,2022,1,1080p,Wi-Fi 6E,5.3,Yes,Yes,125990
HP,Spectre x360 14-ef0000TU,Intel,Core i9-13900H,13,14,20,1.9,5.4,Intel,UHD Graphics,0,32,LPDDR5X,7467,SSD,1024,16.0,2560x1600,165,IPS,Yes,Windows 11 Home,74,2.06,2024,3,1080p,Wi-Fi 6E,5.3,Yes,No,154990
HP,Victus 15-fa1327TX,AMD,Ryzen 5 8640HS,4,6,12,3.5,4.9,NVIDIA,GeForce RTX 4050,6,64,DDR5,5600,NVMe SSD,512,16.0,2560x1600,120,IPS,No,Windows 11 Home,86,2.39,2025,2,1080p,Wi-Fi 6E,5.3,Yes,No,192990
Gigabyte,Aorus 15 BSF,AMD,Ryzen 7 7840HS,4,8,16,3.8,5.1,NVIDIA,GeForce RTX 4080,12,24,DDR5,4800,SSD,2048,15.6,1920x1080,144,IPS,No,Windows 11 Home,84,2.75,2023,2,720p,Wi-Fi 6,5.2,Yes,No,232990
